obj1_feat_0_binary,obj1_feat_1_nominal,obj1_feat_2_ordinal,obj1_feat_3_quantitative,obj1_feat_4_binary,obj1_feat_5_nominal,obj2_feat_0_binary,obj2_feat_1_nominal,obj2_feat_2_ordinal,obj2_feat_3_quantitative,obj2_feat_4_binary,obj2_feat_5_nominal,collision
1,2,4,-0.16756398432701844,0,4,0,4,4,1.492512372064764,1,1,False
0,2,1,0.46459957466368484,0,1,0,2,4,-0.08266635337735691,1,1,True
1,1,1,0.9588238906650824,1,2,1,4,3,-2.318711512167978,0,3,False
0,2,1,-0.6951237818627458,1,2,0,3,4,-0.8061218298859166,0,1,False
0,4,0,0.44225728933997094,0,3,1,1,1,-0.3958337021082163,0,2,True
1,1,3,-2.065280850052102,0,1,0,3,4,0.9238900183586698,0,2,False
1,1,0,0.7328459969878379,1,3,1,2,3,-0.8068770071133271,1,1,False
0,2,4,-0.8892860733821986,0,2,1,1,1,0.11882321840677619,0,4,False
1,4,4,-0.8312593174653246,1,1,1,2,3,0.8120070263401591,1,1,True
1,2,3,0.17524829705860215,0,1,1,4,1,-0.5358744715972391,1,2,True
1,3,4,0.3533452947066336,1,1,1,3,3,-0.2793124200045589,1,4,True
0,2,2,0.9085529100226819,1,4,0,4,3,0.5105185865519994,0,1,True
1,4,2,-0.2508192154799795,0,3,0,3,1,0.2593297185954486,1,1,True
0,4,1,-0.5521217273796566,1,3,0,4,2,-0.4797891964548393,0,1,True
0,3,3,0.3148648187283961,1,2,0,2,4,0.14238961324259194,1,3,True
0,3,3,-0.017880328551834215,1,1,0,2,1,-0.0720742070836705,1,3,True
0,1,3,0.8566637795563542,0,3,0,3,0,-0.35188592347124575,0,2,False
0,2,2,-0.10715845004997274,0,3,0,2,4,0.5992828632954019,1,2,True
0,3,4,1.1397220755638342,1,2,0,3,4,-0.1474215272250663,0,4,True
1,1,4,-0.24116848157785273,0,3,1,4,2,-1.430766012286369,0,1,True
1,3,0,0.3848298682942282,1,2,1,3,4,0.29241122252299434,0,1,True
0,3,4,0.1790871708115136,0,1,0,4,3,0.8229859575462918,0,2,True
0,4,3,-1.0484897972550546,1,3,1,2,4,-1.151058638998365,1,3,True
0,3,1,-0.19739277600053962,0,1,1,2,0,-1.290388754294554,0,4,True
1,2,4,-1.0302513629865975,1,3,0,4,0,0.7875072884744989,0,2,False
1,1,4,-0.6453526973370978,0,2,0,1,1,0.8155597201615565,1,3,True
1,2,1,-0.7721045089236943,0,4,1,3,0,1.3439370943724964,1,4,True
1,1,2,-1.699999684173361,0,2,0,3,3,-1.1546414604245367,0,2,True
1,3,4,-0.20251315140868514,0,3,1,2,4,0.7497774573250228,0,4,True
1,1,0,0.25602850900811924,0,3,1,2,3,-0.30724570049136096,0,3,True
0,3,1,0.29159709544637763,0,3,0,4,2,-0.6841872146110776,0,4,True
1,3,0,0.8570140813704312,0,4,0,1,2,-0.30166849893518705,0,3,False
0,1,4,0.2498943656606361,0,2,1,3,0,-0.1594629230788071,0,2,True
0,1,0,1.7797936325350319,1,1,1,3,1,-1.0523033267331507,0,3,False
1,1,0,0.25054138319477554,1,3,1,4,2,0.7214571372020833,1,1,True
0,3,1,-1.3805081824791026,1,1,1,4,2,-1.4914847826602327,1,4,True
1,3,4,-0.37770095588459324,0,1,0,1,1,0.30540906648305544,0,4,False
0,3,1,0.48233692443275117,0,3,0,3,0,0.26173265060170336,0,3,True
0,4,3,-1.3103028639259515,0,4,1,3,3,0.6867148231695988,0,1,False
0,4,4,-0.6005407328297253,1,2,0,3,1,-0.6466003672580093,0,1,False
0,2,2,1.242648729851389,0,2,0,3,0,0.40267394592435546,0,4,False
1,1,0,0.31455764534209135,1,1,1,4,0,1.1388951277856796,1,1,True
1,2,2,0.08863302165664386,1,3,0,1,0,-0.2663662508332515,0,4,False
0,2,1,0.49867334374580613,0,2,1,2,4,-1.8650993059154117,1,1,False
1,2,4,0.08023006125831418,0,3,1,2,4,-0.22404041424544432,1,2,True
0,3,4,0.3038697281345759,0,2,1,4,0,0.8170143837397819,1,2,True
1,3,3,1.1448962641253948,1,4,0,4,2,0.9708745663807132,0,1,True
1,4,0,0.28796653242744574,0,4,0,3,4,0.26322889574260694,0,2,False
0,4,1,2.1743450680567706,0,2,1,2,3,-0.5253396854062871,1,4,False
0,1,4,-0.6069572454711981,1,4,0,4,1,0.6394922395854112,1,1,True
1,3,4,0.264876945304583,1,1,0,1,3,-0.3791044397349958,0,1,True
1,1,1,-1.348575483730745,0,4,0,2,3,1.2493854028686924,0,3,False
0,1,1,-0.11234974586985136,0,3,0,4,0,-0.5595771624605188,1,4,True
1,2,1,-0.1947125647505826,0,3,0,4,3,-1.4920583658560134,1,4,False
0,2,4,-0.9237539872863122,1,1,0,1,1,-0.21572881383201206,1,3,True
0,3,4,0.507970481937381,1,3,0,1,0,0.6313408384666191,1,3,True
1,2,3,0.529568021250079,0,2,0,1,1,0.46668872458824784,0,2,True
0,4,4,-0.2401221068271674,1,4,0,1,0,0.8392036562113784,0,1,False
1,1,2,0.30840025801646553,0,1,0,4,3,0.3042944087433834,0,2,True
1,2,0,0.3081642957805418,0,4,0,4,2,1.4173639379139498,1,4,True
0,1,1,-0.023504469626716512,1,1,0,4,0,0.6671015314471587,1,2,True
0,1,0,1.2702562776946569,1,1,1,2,1,0.1082534323502614,1,1,True
1,4,0,-0.2828941988608192,0,1,1,1,1,-0.875295263286014,1,3,True
1,2,0,0.6557716941314257,1,3,1,4,0,0.2679626846929928,1,2,True
1,3,0,1.3386643983186097,1,1,1,1,0,-2.384620948244673,1,1,True
0,1,0,0.31937221152643464,1,4,1,3,1,-0.06939668490955593,1,1,True
1,1,4,-0.4616549476015135,1,1,1,3,0,1.9284385771369041,0,1,True
0,2,3,0.7245095652396831,1,3,1,1,3,-0.2840822305500685,1,1,True
1,4,0,-0.3029009250670602,1,4,0,3,4,-1.2416015803875118,1,4,True
0,1,2,0.3513978704417522,1,4,1,2,0,-0.11988427330858606,1,2,True
1,2,1,-2.0613801745937,0,3,0,4,0,-0.8751986664339987,0,3,True
0,2,0,-0.8014606587509121,0,4,0,4,3,0.9110926074577822,1,3,False
0,2,3,-0.7882434487167105,0,2,0,4,4,-0.09659552944838969,0,4,True
1,3,1,0.6552420295900198,1,1,1,2,0,0.252091574303028,1,2,True
0,3,2,0.6077732187055946,1,1,1,3,1,0.20770313028239676,1,2,True
1,3,2,-0.0741611535258801,0,1,1,4,4,-0.35659141922336846,0,3,True
0,3,4,0.3481294490398826,1,3,0,3,4,-0.719048218721693,1,2,True
1,4,3,1.3573277603949307,1,4,0,4,4,0.24372538988421194,0,3,True
1,4,4,0.8339288443990386,1,1,0,2,0,-2.230006510502946,0,4,False
0,1,2,0.33225774056733426,0,4,0,1,3,-1.3138391756298817,0,3,True
0,2,4,1.0445121938205293,0,1,1,1,0,-0.57553875207501,1,3,False
0,1,3,-0.8086028210297099,1,1,1,3,4,1.2154376406725445,1,1,True
1,2,1,-0.7566706988852929,0,1,1,3,0,0.2256439568909815,0,2,True
0,4,0,0.47775299534429905,1,1,0,3,3,-0.4195037586190068,1,1,True
1,3,0,-0.9388457535654232,0,4,1,3,1,0.049570366096936984,0,3,True
