tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stabf
8.34105470949145,2.68161227070915,1.88403874851371,8.00426138012642,4.75939008836225,-1.01410440974369,-1.9582270472035,-1.78705863141506,0.993673324676542,0.661552406053589,0.84399257109454,0.987128791790728,1
2.53143142441871,3.62540398576998,4.6647867660283,7.17709791632223,5.11773625049918,-1.9076320843428,-1.75429241932837,-1.45581174682801,0.0965790498094691,0.406988659839223,0.798352494596895,0.717937410765333,1
9.38584929866326,9.30485509526579,2.69421078223658,5.31866517261185,2.55931207225589,-0.506915841724351,-0.84484452938902,-1.20755170114252,0.105733735154195,0.355800083355256,0.740778322721769,0.540014566943785,0
1.46551997004988,6.81838089336611,5.82489497025185,4.3194577312184,3.24768211760052,-0.717692514948267,-1.29729769050927,-1.23269191214298,0.173954759753727,0.850418426762742,0.736383816160869,0.344681382850782,1
1.85424301642402,4.20216002872758,8.14544594541689,4.06371768414056,3.6167792728287,-0.986391724344972,-1.96643098112034,-0.663956567363383,0.323907779041601,0.0887222958400031,0.728693045830609,0.68206037420558,1
3.33792836738663,8.65273601160531,1.1415703664639,8.0557711137963,3.20215651474233,-0.890732949092029,-0.933152721378882,-1.37827084427142,0.22553340013145,0.416757941521013,0.794265632719279,0.619633645894527,0
8.3672615968414,6.79597973698843,2.35705911577954,3.97500717671134,3.92885001550871,-1.80244928566851,-1.51890431187941,-0.607496417960792,0.957662207437386,0.903146760522443,0.0651993944425182,0.432011477707344,1
2.55906937119128,8.55828323291235,0.631103286919079,0.851496079632023,2.6646190308803,-1.06991009751313,-0.922865418351872,-0.6718435150153,0.974979324130154,0.166986340799831,0.734650610962812,0.481734233102481,0
5.09007893079219,7.16455675592327,9.94885246567002,5.19653770506955,3.67795693479488,-1.64727404106369,-0.540514359926875,-1.49016853380431,0.730605832474958,0.754758796126123,0.612167455366574,0.357118414444296,1
7.75047396349334,9.11864991706944,4.89176947073482,2.16111425014386,2.79270989893437,-0.727194408581324,-1.50360340048585,-0.561912089867191,0.439298792497732,0.237922441855404,0.954976054575905,0.507007487610941,1
3.59542307303518,2.41031541451787,8.75711332268377,9.26117324384522,2.69800336480597,-1.29338605463642,-0.747388960484566,-0.657228349684982,0.631836965344453,0.601635018796582,0.67437204810496,0.65653048461344,1
7.9119868639039,9.66228793006317,4.7233141425563,4.26035538056148,5.67446449843033,-1.81210830054153,-1.91698833556094,-1.94536786232786,0.455037322787701,0.168389985223544,0.409597318998397,0.237894214907142,0
4.79075611993588,4.76979401637487,5.98365001450169,3.85223363517692,4.64675528454735,-1.94929108216276,-0.771886858421599,-1.92557734396299,0.845139853410315,0.950445528091211,0.207973679142117,0.58326678120453,1
7.54882493571915,3.94994600581079,9.52409373163455,8.10596514290284,4.1103596152568,-0.87050050008673,-1.90924770084169,-1.33061141432838,0.276742357903811,0.899119792665032,0.0739545550782583,0.853043144277488,1
1.4402536346422,1.22403348415522,6.64270842273206,7.10907221916525,3.4730143556004,-1.1649864121577,-1.23160235169994,-1.07642559174276,0.353964560568817,0.368187600661991,0.532758116679115,0.280876544138803,0
6.0657974764144,4.5647471781936,9.23967167002072,2.84152249700265,3.89056602801917,-1.24972453215707,-1.2058046659096,-1.4350368299525,0.318481504228744,0.294786551948315,0.729059825914924,0.726553463884227,1
9.93605035330734,4.40654158307195,6.82548256598869,4.8551365943656,4.14953397785072,-0.962996982034028,-1.49164510923186,-1.69489188658483,0.955617589180665,0.787557445555592,0.667851721721907,0.637185671909518,1
8.51461090492434,9.86781039575374,3.13452098526941,2.94281220059957,4.08909974236522,-1.91088513693343,-1.38032125253431,-0.797893352897477,0.821697882158873,0.50767786105964,0.230958877570588,0.425379925573288,1
4.50848528072863,5.8905927173242,8.45269680654314,5.93767443127276,2.78547741172234,-1.3341425102833,-0.944817772533943,-0.506517128905095,0.589454988876116,0.359248737104122,0.470678171058211,0.445447624330164,1
3.0799253237978,2.84061192514513,1.1878734318704,9.5466466150608,4.11309244373431,-1.531511261082,-1.62667530635099,-0.954905876301322,0.622837799664969,0.635128434998039,0.830500437218528,0.831608587758157,0
5.10003239937658,3.04709603263222,4.23322706689164,4.47201247075086,3.90623683412947,-1.32788030865226,-1.82784634886004,-0.750510176617175,0.767974473260896,0.360493351301039,0.837582237098779,0.551110526951117,1
8.24779648903925,2.61122309414834,3.12925693421919,1.01247077231504,4.11312843030426,-1.93486662434364,-1.55418610785432,-0.624075698106305,0.340779141127412,0.448335781654782,0.804021153582806,0.378985942667847,0
8.94265598923158,1.58076339091891,1.10316880752316,3.72757040464919,4.25253784438698,-1.15600298427128,-1.86049208865827,-1.23604277145743,0.372643560737657,0.854672581805523,0.163370972654495,0.672078401388493,0
3.05625989292549,5.01898662027793,3.00682924473173,4.87194933764648,3.1162646372164,-1.73035282323414,-0.725671270215558,-0.660240543766704,0.137675133068357,0.69656326713501,0.99787636017347,0.890044432915545,1
1.6649692944214,2.63601025785108,3.72768540520222,3.9224325650283,2.84145511619904,-0.780877299307962,-0.612418659137853,-1.44815915775322,0.434820851309834,0.319232330304484,0.445749696510208,0.0969728909123899,0
4.58843786789451,1.95199961695254,1.58146882315154,9.8262989159075,2.4734950165146,-0.748071628692013,-0.755755104573583,-0.969668283249007,0.954137553598691,0.366378566959677,0.0825843864774541,0.379878234005242,0
6.05406385242282,3.71716410427369,6.65023031493247,8.7970357865953,2.48680883365829,-0.847064245234721,-0.654961430281634,-0.984783158141934,0.0915801800122566,0.688240046453188,0.312692806851936,0.704625790711641,1
7.16967556215738,4.71895621093938,5.32400787875518,2.47589634305734,2.92062914821214,-1.23017067416786,-0.50756792202997,-1.18289055201431,0.229052730987909,0.897934129445758,0.943404448648304,0.617576147921879,1
6.74308402049476,6.91296988464546,4.08152012335825,8.4917236360245,3.44524310745152,-0.564867503913923,-1.2016812359124,-1.6786943676252,0.408801224956822,0.780513105842713,0.301320913884733,0.215073406981713,1
8.28362257823874,1.78563771198204,6.8943542893903,4.7232468013829,3.87869977357194,-0.913488721089647,-1.28563800693959,-1.6795730455427,0.484302518944745,0.342030477476843,0.875813438745554,0.237514698938283,1
2.44695922383909,3.47770204630927,5.82352435883663,9.16503374772578,3.3935489273349,-0.595537616603356,-1.62248029269378,-1.17553101803776,0.412712209752083,0.391985677919388,0.220427219718805,0.528315843955518,0
9.58927416606044,2.7314373071373,4.08928653201591,4.69948867399559,4.87725478841884,-1.44771082956799,-1.57331807525154,-1.85622588359931,0.771501467593306,0.497891053291295,0.620446144793441,0.776018529766817,1
8.04775243523616,6.75066399045377,7.79732644795582,3.21432557962737,5.00514757206933,-1.87860124458711,-1.23613247358999,-1.89041385389223,0.193340295222455,0.16308882225952,0.965692995415408,0.683731301008164,1
8.97005176454011,6.08392607744028,3.29457883206222,1.26216928303679,3.92911772374583,-1.87977546771201,-0.774384437207319,-1.2749578188265,0.0864836621352413,0.123997344053215,0.58707942770368,0.494023913007016,0
5.3872602661425,4.35370011011122,7.96467483241777,9.36347803069542,2.82989867366374,-1.27858255126788,-0.746030108252168,-0.805286014143692,0.472883638931216,0.920653327271617,0.498325475735526,0.667596076718071,1
0.516545920878288,2.0238704796549,4.9173959261455,1.00318442689171,2.92876203295035,-1.11529917968657,-0.843896340553078,-0.969566512710706,0.628067081798443,0.204540203818259,0.176810856299559,0.294152887418388,0
2.48349516089598,7.37666025697651,4.89458577242616,3.86182749198165,3.65986613849688,-1.26184036343625,-1.32258725168875,-1.07543852337188,0.261942145514702,0.391112823478017,0.293224325827431,0.47242591182432,0
3.43869898673418,2.60826030083481,4.05567910023478,5.41191519271773,4.74023982703766,-1.90317001566262,-1.79075078188411,-1.04631902949093,0.117708658219418,0.555304757293302,0.124947451155173,0.538436686981671,0
1.61940166765865,5.79879511238905,4.77793418959306,7.42156863193978,3.96683885076607,-1.3299680979231,-1.79731021203356,-0.839560540809412,0.759258944984267,0.0873012238441361,0.722459971319665,0.603556389203157,1
1.61862516400996,1.97700579985689,6.2703207429074,5.24418527756131,3.72020233421331,-1.62486279923638,-0.728235677835776,-1.36710385714115,0.657924217103545,0.793356302847203,0.93273221397139,0.282759255511345,1
7.2820453485602,6.03741908569818,9.81120433579573,0.891797325348412,5.02177860863088,-1.77998757237965,-1.45353355000796,-1.78825748624327,0.507725360599677,0.14788952086394,0.342698573526684,0.157767632827437,0
2.00022161342171,3.8478440143963,4.3897066706304,6.59446737260815,1.6802212347483,-0.52065131368466,-0.524563224915042,-0.635006696148601,0.848874626163278,0.77455155167172,0.722060304821624,0.0596670406551659,1
2.94430485361667,9.62521118381609,9.84629853923586,8.95236474323166,3.15685926063551,-1.88429842608989,-0.605334866644838,-0.667225967900781,0.926490774907557,0.38087587374091,0.236583028182541,0.521166437934581,1
3.7986604696799,8.32577701440663,3.84989045793574,5.95706486991986,4.30047245636283,-1.40081139337237,-1.4350574884018,-1.46460357458866,0.386494673379963,0.460622912225036,0.343737667885901,0.898247610876361,1
1.13627935412523,9.26177882819637,8.73657130429923,2.39679784581054,3.8788831671047,-1.60756229194496,-0.842586946088646,-1.42873392907109,0.459413063795238,0.157157131307527,0.398017009861274,0.897054502509232,0
5.38129925652915,8.01452101703768,8.0951741572488,6.76924769920496,5.50755100504513,-1.97271385420545,-1.84933257978301,-1.68550457105667,0.359974025112588,0.173568816600156,0.349143850920014,0.628860423786381,1
7.67611888682867,3.00774313052127,0.792345191527123,9.2386448516258,3.56821524550145,-0.856491203629924,-1.85929553427922,-0.852428507592308,0.845680933818215,0.806639746848337,0.846788393952263,0.294776865773962,0
3.44838397658333,8.51223733460825,7.9925534460827,0.645881645628775,4.72323204901842,-1.26760074501466,-1.89203768621072,-1.56359361779304,0.75660425086102,0.190887383809622,0.159249211779197,0.672681591964012,0
3.63572992205149,6.17822508763281,6.58479858786206,1.11442575086789,3.90302983487402,-1.51686990462857,-0.550345178508933,-1.83581475173652,0.983631707632603,0.0801067830491264,0.120854473843259,0.333866047254833,0
0.506418908138538,8.30185820059054,8.77932770098017,1.43919121175851,3.29622970175792,-1.42631666642601,-1.06823289279049,-0.801680142541416,0.608140533412828,0.275079242312196,0.878814432031546,0.897554849892646,0
6.10823822882167,9.14634906609079,0.551865816949913,5.50092326678097,4.47464314750386,-1.31081354197828,-1.90931356837712,-1.25451603714846,0.995522768489602,0.845358524647055,0.350687906438757,0.322522330069829,1
9.99899457382617,8.54316934888518,9.56231317990853,3.20102254384353,2.92253842144587,-0.856764357912133,-1.02693580218242,-1.03883826135132,0.192506154490964,0.0699959596036817,0.628624379979057,0.44647123262195,1
6.19459840518406,5.40328057539271,7.47579867531905,9.01120993307326,4.19362190059352,-1.30543169918159,-0.955931751356949,-1.93225845005498,0.760936974001315,0.10135729222365,0.576133519317739,0.783396211820962,1
6.68773157323136,2.31615915460715,5.28417591781474,0.778107529755693,3.73434176974444,-1.36416923729972,-1.8598291241481,-0.510343408296618,0.578147474428068,0.435524782087475,0.231529420839889,0.803484168667437,0
7.76521540308805,6.83195402093243,7.50563235234375,4.14356654435499,3.3497142590194,-0.875242978980753,-0.770308254376985,-1.70416302566166,0.583992270180535,0.420426483729033,0.666106257748819,0.571762572562671,1
1.16604429485849,8.29955147361023,6.56039929445181,2.36243032838759,3.95518860654464,-1.39791563681486,-1.3845459118937,-1.17272705783608,0.212955159437516,0.59621746569722,0.906642412645126,0.109428550278842,1
6.30526755994372,6.743056977175,0.885769799924619,9.27251161328407,2.39316542440855,-0.840664876770356,-0.912440893407655,-0.640059654230543,0.974464439535717,0.651258545502732,0.55368846853908,0.145735186662035,1
2.99768036716025,3.47326453643374,2.80524807139098,2.08436399761485,3.08854355609589,-0.731882401455427,-1.51189160260386,-0.844769552036608,0.759730242657836,0.885023560307359,0.885614080690217,0.562807376542283,1
5.14003420015087,6.94345236222883,3.64955524099794,3.52748735528139,3.31221913607911,-1.70846939336463,-0.850056233625277,-0.753693509089202,0.520336739742599,0.954623972747441,0.663749189943449,0.241332808310434,1
5.08469659787656,2.29316187046532,5.46834500962482,4.62350623131064,3.54331378228083,-0.682534296977497,-1.42196349828353,-1.4388159870198,0.370464053984237,0.18125636925012,0.0922074666427413,0.58453481393669,0
6.72603753594791,2.65896515683025,4.90210524958719,7.66750189300002,3.22744402410777,-1.48396923526436,-0.828957998556096,-0.914516790287313,0.753127513035447,0.931031931667514,0.678117596404023,0.216144104929741,1
7.23784672067172,7.63604599179279,2.64910946167097,5.98744059830338,2.60627928742245,-0.572312258749886,-1.19482168610999,-0.839145342562569,0.516832787349226,0.152965487947094,0.38235002407472,0.840638378966533,1
9.76807038826957,4.47949827866858,3.77162249600126,5.32086225912969,2.32608926407651,-1.10264846439138,-0.600460127508244,-0.622980672176881,0.117810697272115,0.106784318503819,0.592583934512353,0.0588196759610472,0
5.23323712404274,9.52430862582225,6.46687523923405,4.45345268890951,2.06520283654989,-0.773415963241423,-0.707030810514523,-0.584756062793941,0.598380466275571,0.9630773208955,0.223890158444982,0.0943104215048824,1
1.21105182136673,9.73026463122634,6.43262481837007,4.21519831787574,3.07769099936259,-0.521836277847504,-0.577083132302691,-1.97877158921239,0.484574566371602,0.493717164534391,0.168288283896671,0.649921779420136,0
0.893141166192607,6.71704692020714,7.78202044000648,8.06281440103423,3.73536636278895,-0.803466276389314,-1.30999220590566,-1.62190788049398,0.776548955420898,0.699795955035975,0.291980545916007,0.135147876578228,0
3.39538558977165,9.08842294520299,8.56833235986555,0.964926014015079,3.30845179049196,-1.24575522381535,-1.05814745177005,-1.00454911490656,0.763699841346629,0.159431668743482,0.297619395043286,0.642920615061501,0
6.72516452024373,4.44122752251341,0.852099662336067,9.45001558733795,3.65180063119826,-1.02310030453954,-1.35086407914564,-1.27783624751308,0.786081628426527,0.429406916272875,0.553540972084594,0.855650220813087,1
6.05746830339263,0.979218270636327,3.40785019988277,5.7690719252169,4.37872462648702,-1.83171927868159,-1.80965068863062,-0.737354659174813,0.553726594591627,0.720780318482636,0.831971641116404,0.802012576022376,1
6.46409636082709,5.11438102394579,8.52811541618525,9.31529310613469,2.37237653062635,-0.591539573906397,-1.22014188867231,-0.560695068047638,0.980287927995047,0.148354412706813,0.435494778186515,0.577943362144997,1
2.73484617369162,6.89331399497599,2.70209107177141,5.64379412331051,3.67448669861813,-1.54520689793164,-1.37912304004378,-0.750156760642712,0.769621705296944,0.0810151080122648,0.120559481732934,0.46180162891639,0
8.00302919573769,6.72602666371145,6.53124807709266,6.31759549058269,4.3442293661166,-1.55746564036548,-1.56511495690105,-1.22164876885007,0.203690510058049,0.287583237383799,0.752224605255183,0.0720241322948225,1
5.45937037470445,9.82232342642885,1.59162925813935,6.16450160488852,3.38265159841943,-1.23480997917328,-1.59508056713488,-0.552761052111268,0.625932730559906,0.406117111877528,0.334007846036976,0.103629312961312,0
8.0373916290464,4.97369797279959,9.42639353387115,7.73141416923358,2.76880919402976,-0.72047195477843,-1.22663012413025,-0.821707115121081,0.816595545691266,0.303810128383068,0.582825276474974,0.94489476309594,1
1.05331170235024,1.46948075375321,8.26516437891709,2.88236032399151,5.18878703975314,-1.87912863803646,-1.37957557628657,-1.93008282543011,0.377720385562944,0.127259271109182,0.692843341494895,0.540548946400502,0
