tau1,tau2,tau3,tau4,p1,p2,p3,p4,g1,g2,g3,g4,stabf
8.04319764775593,7.69780551004023,2.21877255741142,5.57027190151971,2.52727650114707,-1.06217646657202,-0.546812443317438,-0.91828759125761,0.817823565891216,0.868584802739744,0.989769421241085,0.208101065839874,1
4.51554807246112,4.81519631472665,6.40459371385694,6.67434696728474,4.26620678968128,-1.49796347336114,-1.21544118017457,-1.55280213614557,0.323539354222171,0.650484842144755,0.443986248971408,0.687594859381717,1
1.11463638265891,0.70962909124454,4.73268486177257,7.57363666228891,3.17852179871395,-0.682357634035835,-0.73774470516406,-1.75841945951405,0.911498972703484,0.929017750634007,0.51309305702534,0.686613152494738,0
3.63271667641206,5.27516526570852,3.77355433846051,3.01712217640606,5.39029809666704,-1.75630728955325,-1.83829916654497,-1.79569164056882,0.856923313543295,0.552442611738209,0.717134727684533,0.678388705777413,1
3.92819628945007,8.93843826440548,7.6343592551337,3.75297362373102,3.76630129549374,-1.4448885990502,-1.21313878891969,-1.10827390752385,0.204644382894034,0.767383233558462,0.518228814940198,0.924119680704746,1
0.974439190675132,5.81273009012437,2.1223202897986,0.820246529976232,3.70138226034777,-1.19254321192972,-1.90814322626831,-0.600695822149736,0.817071351222151,0.682436629218428,0.178584126534458,0.830873948509954,0
8.20790917914099,4.13639510219408,0.971310480715672,9.56813997078369,3.74171009080947,-1.5222594315418,-1.04537148499343,-1.17407917427424,0.845820737200298,0.494277198781004,0.6869760100624,0.940562150819786,1
5.19559599432902,1.72921470122517,4.27448131990094,3.0353302749731,2.85871580973754,-0.784366490811051,-0.683772761162452,-1.39057655776404,0.359733296295067,0.485269337752927,0.664477628282626,0.274773723585624,0
1.67045828983538,9.32602663775799,8.3690615929579,1.24267662652086,4.6121726462473,-1.54423209675094,-1.71538562253121,-1.35255492696515,0.583235631954965,0.594058772625056,0.233257175483807,0.938745682684239,0
5.37633550769495,3.36499175079439,6.17634530369738,8.77714545588387,4.34601398966995,-1.57247515258506,-1.73291625963388,-1.04062257745101,0.7515171882899,0.0646434991453064,0.534460337689583,0.799833606920806,1
3.41436532013286,1.47877784680324,1.42165390197368,5.82320034490788,3.13867792056998,-1.46042722197414,-0.996486995361384,-0.681763703234459,0.534511155448817,0.864402670443376,0.158051001401957,0.216428630608935,0
3.56185072244677,1.10839481370734,6.08376057698997,1.74295616908504,3.78804097242316,-1.82198491049078,-1.04975440058323,-0.916301661349146,0.442818050917832,0.95733656606847,0.469623471578006,0.727890510270891,0
0.731604397834814,4.56599247582526,2.45199292748625,7.14426774048116,4.0407598088211,-1.77132949024413,-1.28303862076313,-0.986391697813838,0.432310001645694,0.115285495018041,0.2319704904042,0.520222235695617,0
1.19643707925716,9.59716253379012,5.6043086059694,6.69277433104709,4.28998400343186,-0.502763345401978,-1.84961840896046,-1.93760224906942,0.280991828602814,0.986880936247316,0.34725351921731,0.372062542941504,1
